Solution Log - 2025-07-03 14:36:18
==================================================
Problem status: optimal
Objective value: 576.9249159565587

Variable Values:
xsr: 0.04781516300204148
xst: 0.9999999999999998
xta: 0.060361489953362775
xtu: 0.9900582845389498
xtw: 0.9495802255076876
xua: 0.07265270844675235
xue: 0.048728813559322036
xuh: 1.0
xun: 0.07364205566041916
xuo: 0.010578134812251236
xuq: 0.7931162953763788
xur: 0.0012819921448764542
xva: 0.1640390886770994
xvf: 0.014729559976167745
xvi: 1.0
xvm: 0.016702406386069634
xvo: 0.8045289449606635
xwb: 0.006147227158089844
xwc: 0.5391720543193826
xwd: 0.2703371589409183
xwk: 0.03637083890554156
xwo: 0.006764471058767433
xws: 0.146086021913645
xwu: 0.0016769432967178508
xwv: 0.04999576573211668
xwx: 0.9434495186748213
xxa: 0.05149629592240673
xxe: 1.0
xxl: 0.07364205566041916
xxn: 0.038590169395239564
xxo: 0.0044334299124971195
xxu: 0.8284614915595523
xxw: 0.0033765575498849888
floac: 447.92491595656
faac: 233.963258826993
ffac: 28.754922882589646
fhac: 9.292883909404845
fiac: 14.637711796186423
fkac: 19.424560319625396
flac: 29.20771747554818
fmac: 1.8994137595005434
fnac: 21.05521472392632
foac: 16.977264913617034
frac: 27.85008202639665
fsac: 7.738698913232067
ftac: 7.3732471308898795
fuac: 20.956183793550764
fwac: 3.7210541911019064
fxac: 5.072701293997349
floag: 576.9249159565587
faag: 126.03674117300699
fcag: 42.0
ffag: 64.15103292017514
fhag: 69.74176920381296
fkag: 16.0
flag: 67.81513859262466
fnag: 59.21628321644886
foag: 18.281354043846548
fpag: 12.064624613811226
frag: 49.941571027540704
fsag: 12.175484995035362
ftag: 20.500916170255763
fvag: 19.0
flobm: 576.9249159565587
fbbm: 213.30166950650283
fcbm: 39.97024021106921
ffbm: 38.76015016360222
fgbm: 17.96214574335015
fhbm: 6.79471163932951
fjbm: 9.738583614551466
fkbm: 59.55869378058207
flbm: 24.00000000000008
fobm: 44.188734598607454
fpbm: 14.088061978145241
fqbm: 28.948368215456576
fsbm: 8.633723853732663
ftbm: 20.82251047076701
fubm: 10.157322180861955
fvbm: 40.000000000000135
flobq: 576.9249159565587
fbbq: 273.6983304934971
fcbq: 75.95882236237907
fdbq: 4.551441501719665
fjbq: 3.8572216992275727
fkbq: 36.593180507109864
flbq: 19.99999999999992
fnbq: 39.88471389832441
fobq: 58.0
frbq: 32.968183216883986
fubq: 8.275348184944848
fvbq: 18.999999999999865
fxbq: 4.137674092472423
floco: 576.9249159565587
faco: 100.4721875105092
fbco: 1.3454180796461994
fcco: 251.86745937068352
ffco: 9.739024805966778
fico: 40.07892519550148
fkco: 1.424560319625396
flco: 46.874935536595075
fmco: 1.8994137595005434
fqco: 22.17290375663571
frco: 16.0
ftco: 37.81169672872969
fvco: 3.1656895991675427
fwco: 39.0
fxco: 5.072701293997349
flocr: 576.9249159565587
facr: 90.49107131648383
fccr: 285.1325406293165
fdcr: 23.489235846235594
ffcr: 19.01589807662287
fkcr: 18.0
flcr: 34.39532492335722
fncr: 21.05521472392632
focr: 1.8639711343748395
fucr: 1.0997487490469524
fwcr: 82.38191055719467
flodw: 576.9249159565587
fadw: 23.0
fbdw: 18.552040662364515
fcdw: 17.0
fddw: 202.99464380579002
fgdw: 44.0
fhdw: 24.0
fjdw: 39.82705403095344
fldw: 20.0
fmdw: 20.0
fndw: 47.13640601987745
fpdw: 22.944106448041616
fqdw: 23.0
frdw: 40.38472523370861
ftdw: 3.176445793015679
fudw: 20.0
fxdw: 10.909493962807126
flodx: 576.9249159565588
fcdx: 12.796926078434751
fddx: 339.00535619421
ffdx: 34.0
fgdx: 22.0
fhdx: 22.0
fjdx: 27.41959618803255
fldx: 5.273405673737322
fndx: 29.79448380874468
fqdx: 14.478406292659885
frdx: 67.7816215050821
fwdx: 2.3751202156575175
floef: 576.9249159565587
fdef: 57.0
feef: 318.2562315097118
fhef: 0.7113824431091444
fief: 74.3991466409868
flef: 0.6046750766427778
fpef: 23.067844578612263
fqef: 5.478010723541814
fref: 4.3839301823315004
ftef: 34.16890583221148
fvef: 20.0
fwef: 37.56329658327842
fxef: 1.291492386132667
floeg: 576.9249159565587
fbeg: 39.0
fdeg: 57.83320905455486
feeg: 201.74376849028823
fieg: 63.158807650257586
fpeg: 27.935375386188774
fqeg: 38.0
fseg: 17.794400748942046
fteg: 19.06294672251715
fueg: 23.0
fweg: 54.39640790381009
fxeg: 35.0
flofa: 378.895528154179
fcfa: 58.0
fffa: 139.00440091239753
fifa: 35.63771179618642
fkfa: 14.729559976167746
frfa: 77.79165305393734
ftfa: 34.16890583221148
fwfa: 19.563296583278422
flofd: 36.83640303358613
fefd: 1.4734561213434452
fffd: 35.362946912242684
flofi: 8.231893779490246
fefi: 8.04256022256197
fffi: 0.18933355692827566
flofj: 32.08225190425716
fffj: 32.08225190425716
flofl: 360.17739274967727
fefl: 82.60754265076488
fffl: 140.9365594914754
fifl: 13.35744058051839
fjfl: 22.00710818681276
fmfl: 25.82737430482663
frfl: 74.14987514914651
fxfl: 1.291492386132667
flofm: 173.15042584874067
fefm: 17.392457349235197
fffm: 139.68878594531844
fifm: 5.40399426428198
frfm: 10.665188289905053
flofq: 40.0
fefq: 40.0
flofr: 11.512011486719064
fefr: 11.512011486719064
flofs: 73.64205566041916
fefs: 34.90633438303868
fffs: 38.73572127738048
floft: 5.002153714000112
feft: 5.002153714000112
flofv: 34.31971558204849
fefv: 34.31971558204849
flogh: 21.7820060751167
fagh: 20.453303704534584
fggh: 1.3287023705821177
flogj: 389.38970978792935
fagj: 0.5466962954654164
fegj: 45.1060442948987
ffgj: 37.74879217573395
fggj: 304.82936937157365
figj: 1.158807650257586
flogk: 576.9249159565587
fagk: 35.50892868351618
fdgk: 14.833209054554857
fegk: 55.637724195389545
ffgk: 5.402240744441187
fggk: 212.61654065382328
fhgk: 29.741769203812964
figk: 22.0
flgk: 28.815138592624663
fngk: 20.216283216448858
fogk: 18.281354043846548
frgk: 32.941571027540704
fsgk: 12.969885743977429
ftgk: 15.563862892772914
fwgk: 54.39640790381009
fxgk: 18.0
flogu: 51.753200093511815
fagu: 8.527812489490806
fegu: 41.0
fggu: 2.225387604021008
flohj: 431.93553953192446
fhhj: 197.74659173686956
fihj: 32.68838244871327
fohj: 37.98067571792281
fshj: 76.02435253490302
fthj: 14.528169977205899
fuhj: 50.93805674181266
fxhj: 22.029310374497285
flohk: 190.5057128011318
fhhk: 118.23898678313756
fqhk: 10.532773268284721
fshk: 7.030114256022572
fthk: 8.436137107227086
fuhk: 42.86392298248305
fwhk: 3.4037784039767818
flohn: 317.40857958006166
fghn: 9.568461918257588
fhhn: 107.01442147999337
fihn: 30.383879487730958
fjhn: 0.8930622490797848
fshn: 24.733647761055636
fuhn: 106.19288778748162
fwhn: 18.0
fxhn: 20.622218896462684
floic: 73.64205566041916
fiic: 42.87732331059741
fpic: 10.599042750654199
fvic: 20.165689599167543
floie: 527.1961023972365
fbie: 58.97669491525424
fcie: 44.0
fhie: 17.711382443109144
fiie: 179.41388649463423
fjie: 10.023156160040433
fkie: 15.220338983050848
flie: 18.331269402905455
fnie: 7.20551619125532
fpie: 51.00321996480104
fqie: 65.35724801167741
fuie: 39.95338983050848
fvie: 20.0
floih: 0.9193703862874076
fiih: 0.8853536819947735
fkih: 0.03401670429263408
floij: 59.800275028587436
fgij: 1.3633812359660515
fhij: 5.519362585477879
fiij: 24.632098032861443
flij: 15.748085053772874
fvij: 12.53734812050915
floin: 73.64205566041916
fiin: 29.488250068577173
fpin: 4.825985677393325
fvin: 39.32781991444867
floio: 4.653152602405935
fvio: 4.653152602405935
flois: 390.5304104793076
fiis: 244.70308841133502
fjis: 11.23420904629586
fkis: 4.401297391684826
fmis: 9.281353849739805
fnis: 20.784443431403574
fpis: 5.6400790378043695
fqis: 34.6434126560825
fris: 20.37987477547078
fvis: 39.46265187949085
floiw: 23.46640969845441
fkiw: 23.46640969845441
flojd: 202.87330540015307
fejd: 38.526543878656554
ffjd: 8.63952796857129
fgjd: 66.0
fhjd: 25.998340647776566
fjjd: 14.888359953627402
fojd: 18.0
fujd: 10.62193923119436
fvjd: 12.53734812050915
fxjd: 7.661245599817767
flojh: 25.11378654063722
fajh: 0.5466962954654164
ffjh: 3.4425516131862253
fgjh: 11.100402897236458
fjjh: 1.922727497245911
fojh: 8.101408237503193
flojo: 76.630261799332
fgjo: 1.2662758396670162
fhjo: 11.399227114901977
fjjo: 45.898835665542
fujo: 3.697858404541712
fxjo: 14.36806477467952
flojp: 49.120811431755136
fgjp: 31.43153808174241
fjjp: 17.689273350012726
flojr: 473.37096404684837
fejr: 6.579500416242148
fgjr: 13.584633037276156
fhjr: 87.29142850350392
fijr: 20.79621834089111
fjjr: 252.37313262331904
fojr: 16.136028865625157
fsjr: 39.99176315391426
fujr: 36.61825910607659
flojs: 180.74583029052656
ffjs: 14.821727109433292
fgjs: 66.55472361316285
fhjs: 3.9350501725695928
fjjs: 74.2922153466927
fojs: 21.142114048668134
floju: 40.77461239597899
fgju: 40.77461239597899
flojv: 105.22026000788605
ffjv: 3.927237388800311
fhjv: 14.641907883595378
fijv: 1.683069790941186
fjjv: 48.93545556356042
fsjv: 36.03258938098875
floka: 256.5603619055149
fgka: 10.486659270067351
fhka: 73.02189098544787
fkka: 64.02454014708181
fmka: 12.862739360025504
fnka: 13.975564125522617
foka: 35.25861895746358
fuka: 34.311849787470166
fvka: 12.618499272436052
flokb: 160.35594244000106
fgkb: 17.96214574335015
fhkb: 6.79471163932951
fkkb: 118.39010092367138
fmkb: 8.656910938637132
fukb: 8.55207319501288
flokl: 20.875885174014364
fgkl: 16.69883330831154
fkkl: 4.177051865702825
flokm: 53.44317726038693
fgkm: 3.3390209483383124
fhkm: 13.20528836067049
fkkm: 26.929586764651443
fpkm: 9.969281186726683
floko: 2.093918671082669
fkko: 2.093918671082669
floks: 32.56468590402254
fkks: 32.56468590402254
flokv: 576.9249159565587
fakv: 35.50892868351618
fbkv: 4.198265159958675
fckv: 40.57986611006788
fdkv: 32.204047960096425
fekv: 18.637724195389545
ffkv: 5.402240744441187
fgkv: 68.12988138375592
fhkv: 3.7752473168208542
fjkv: 33.95608660747625
fkkv: 221.7891711222509
fnkv: 6.240719090926241
fpkv: 13.760980246531219
frkv: 32.941571027540704
fwkv: 41.800186307786866
fxkv: 18.0
flokw: 22.232929231066485
fkkw: 22.232929231066485
flokx: 0.7980153704699613
fkkx: 0.7980153704699613
flolb: 229.656366798745
fdlb: 11.639743284862384
fflb: 47.02112535763544
fklb: 3.2585129180461925
fllb: 64.19349491874789
fmlb: 7.343089061362868
fnlb: 33.40663475446398
fqlb: 19.533792326717297
frlb: 20.14987514914651
fulb: 18.97242493529004
fxlb: 4.137674092472423
flolc: 122.7244297761822
fblc: 1.3454180796461994
fllc: 96.06254298440412
fqlc: 22.17290375663571
fulc: 3.1435649554961884
flolk: 18.88407236538602
fblk: 7.823179454481164
fllk: 6.368345898259502
fqlk: 4.692547012645354
floln: 576.9249159565587
fbln: 19.0
feln: 40.0
ffln: 53.84311239228482
fhln: 16.090012855342813
fjln: 0.0071081868127613745
flln: 326.8182084779129
fmln: 2.5384929158346283
foln: 24.0
fpln: 35.00740592920865
fqln: 8.356737858529861
frln: 33.0
fuln: 6.038648564154371
fxln: 12.225188776477943
flolo: 21.369166186497463
fmlo: 21.369166186497463
flolp: 0.43484656390497867
fmlp: 0.43484656390497867
flols: 0.6307125710259207
fmls: 0.6307125710259207
flolu: 23.225321694816795
fblu: 20.201882347039657
fllu: 0.5574077206756031
fmlu: 2.4660316271015357
floma: 1.9441287200619686
fmma: 1.9441287200619686
flomf: 29.655074735968714
fbmf: 0.6402441987982286
fmmf: 10.919720501725376
fqmf: 18.09511003544503
flomk: 39.04786427023862
fbmk: 5.76017973076822
fmmk: 23.198708462282895
fomk: 10.088976077187512
floml: 191.82490471906857
feml: 17.392457349235112
ffml: 22.92767825844487
fgml: 2.3011666916884606
fkml: 23.48828054523351
fmml: 61.44885079792886
fnml: 8.22006135581978
fpml: 40.18174385554094
fqml: 15.864665865177221
flomo: 30.475835583416462
fmmo: 30.475835583416462
flomp: 527.3692579608986
fbmp: 126.96868147711514
fcmp: 21.0
ffmp: 95.52125785047585
fjmp: 39.03675548397373
fmmp: 149.41255411094133
fqmp: 95.43000903839248
floms: 41.09379837332871
fbms: 13.565114739748811
fmms: 27.528683633579895
flomu: 4.438967550135489
fbmu: 2.36744936007226
fmmu: 2.0715181900632285
flona: 253.41220831359664
ffna: 13.901554890367265
fhna: 6.012762127769939
flna: 97.02285606817284
fmna: 8.114245807902682
fnna: 98.07092967084363
fsna: 6.962039834091549
fvna: 23.327819914448668
flonl: 68.55099795080521
fhnl: 16.090012855342813
finl: 1.5551993472493195
fnnl: 36.08012367454539
fpnl: 14.825662073667722
flonp: 576.9249159565587
ffnp: 0.9415575019175577
fhnp: 39.001659352223434
finp: 25.061010550571506
fjnp: 0.9001704358925462
flnp: 83.35276013041565
fmnp: 2.5384929158346283
fnnp: 284.6783990818581
fqnp: 1.9822263198263954
frnp: 16.0
funp: 88.4686396680189
fvnp: 16.0
fwnp: 18.0
flonq: 12.22173582577442
fnnq: 12.22173582577442
flonr: 0.9447852760736808
fnnr: 0.9447852760736808
flont: 167.11080001272947
flnt: 68.4425922793244
fnnt: 37.215556568596426
fpnt: 10.35992096219563
fqnt: 6.374511538703466
fxnt: 44.71821866390953
flonv: 3.7884699023083623
fnnv: 3.7884699023083623
flonw: 0.895918675270972
fxnw: 0.895918675270972
floob: 576.9249159565587
faob: 24.0
fcob: 115.92906257344828
fdob: 6.764471058767433
ffob: 9.739024805966778
fiob: 21.078925195501483
fjob: 8.414882694629734
fkob: 31.50326044597434
flob: 23.806505081252116
fnob: 26.478079143860423
foob: 162.18873459860745
fpob: 14.088061978145241
fqob: 19.479028069511955
ftob: 12.339866705935592
fuob: 2.1150136049579427
fvob: 79.0
fwob: 20.0
flooc: 1.9829480152923824
fjoc: 0.0456078043517248
fooc: 1.9373402109406577
flooj: 73.64205566041916
fgoj: 4.51943525752424
floj: 1.2519149462271257
fooj: 66.39887543387367
ftoj: 1.4718300227941015
flook: 218.47437195384154
fcok: 40.57986611006788
fhok: 9.816382315318208
fjok: 33.95608660747625
flok: 4.816515509115835
fmok: 29.744415529414464
fook: 49.888288836429524
fpok: 37.05431777358323
fvok: 12.618499272436052
floom: 8.900241478580053
foom: 8.900241478580053
floot: 242.37707696957798
faot: 15.472187510509194
fcot: 48.15545676560211
foot: 168.62367820124442
fxot: 10.125754492222253
floox: 31.54822187884777
faox: 21.0
fcox: 7.203073921565249
fkox: 1.2823067169582996
foox: 2.062841240324221
flopd: 318.87653892706726
fbpd: 18.552040662364515
ffpd: 26.997525119186026
fhpd: 39.001659352223434
flpd: 25.273405673737322
fmpd: 20.0
fnpd: 90.79448380874467
fppd: 51.4009572493458
fqpd: 37.47840629265988
fupd: 9.378060768805632
flopf: 38.83980922448899
fmpf: 37.907653803101255
fppf: 0.9321554213877358
flopi: 163.1004982251316
ffpi: 5.480946511594458
flpi: 30.587515010667502
fmpi: 9.281353849739805
fnpi: 27.989959622658894
fppi: 80.88550225365267
fqpi: 8.875220976818198
flopk: 73.64205566041916
fbpk: 30.614905974709295
fmpk: 11.576526306965276
fppk: 26.67594365967467
fqpk: 4.774679719069923
flopl: 5.506113822971906
fmpl: 5.506113822971906
flopm: 73.64205566041916
fnpm: 30.22006135581978
fppm: 43.42199430459938
flopn: 73.64205566041916
fgpn: 31.43153808174241
fipn: 5.744080341512692
fmpn: 8.114245807902682
fppn: 28.352191429261378
flopv: 383.6007047321991
fbpv: 13.801734840041325
ffpv: 44.9843437216129
fipv: 19.316930209058814
fjpv: 15.626199269879008
flpv: 3.4918394460108217
fnpv: 71.67389429463475
fppv: 153.33125568207836
fqpv: 6.283928369670875
fupv: 55.09057889921326
floqb: 71.12332389930347
fqqb: 31.93554781922732
frqb: 18.911973684698786
ftqb: 8.482643764831419
fuqb: 11.793158630545934
floqf: 17.78663504221493
fbqf: 17.35975580120177
fqqf: 0.42687924101315833
floqi: 277.1260521116219
fbqi: 58.97669491525424
fcqi: 12.929062573448277
fqqi: 120.84151132127084
frqi: 21.42539347114003
fuqi: 62.95338983050848
floql: 433.272481836161
fbql: 67.37047988116703
fcql: 23.0
fiql: 6.08736007223229
fkql: 19.593180507109864
fnql: 28.106449724098827
foql: 40.0
fqql: 98.891315089351
ftql: 41.0
fuql: 52.154638454940596
fxql: 57.06905810726093
floqm: 251.0866093223623
fcqm: 2.0297597889307895
fiqm: 13.59600573571802
fjqm: 29.298171869422262
fqqm: 157.44141672355815
frqm: 10.334811710094947
fsqm: 8.366276146267337
ftqm: 20.17748952923299
fuqm: 9.842677819138045
floqo: 35.96070623323005
fbqo: 15.6545819203538
fqqo: 20.306124312876246
floqt: 8.434885260251189
fbqt: 8.434885260251189
floqu: 58.61117887033711
fbqu: 25.453973377633844
fqqu: 33.15720549270327
floqw: 0.44795933763548595
fbqw: 0.44795933763548595
florb: 73.64205566041917
firb: 0.9210748044985166
fjrb: 29.180922619149307
frrb: 34.90633438303869
fsrb: 8.633723853732663
florc: 49.014702812818854
fhrc: 10.707116090595155
fjrc: 1.1273381646948337
frrc: 17.76452930126148
fsrc: 2.8603438374221315
fwrc: 16.555375418845255
flord: 349.5087401635808
fard: 46.0
fcrd: 49.79692607843475
fjrd: 91.3582902653588
frrd: 133.16701017742398
fwrd: 29.186513642363266
florf: 371.91383697771823
farf: 41.0
fcrf: 58.0
fhrf: 19.288617556890856
fjrf: 22.00710818681276
flrf: 16.395324923357222
frrf: 199.22278631065737
furf: 16.0
flori: 128.4664718403151
fari: 3.4910713164838203
fcri: 47.49107131648382
ffri: 3.0158980766228716
fhri: 23.230745028587023
fjri: 21.257365206336296
frri: 27.012910276790038
fsri: 2.9674106190112473
florq: 107.66196879784603
fjrq: 47.44095017019469
frrq: 56.70399564904977
fsrq: 3.5170229786015597
flors: 73.64205566041916
fcrs: 32.84454323439789
fgrs: 13.584633037276156
fjrs: 2.3504239909802878
frrs: 5.222433901778622
fwrs: 19.64002149598615
flosh: 529.1097529545173
fcsh: 10.84454323439789
fdsh: 42.0
ffsh: 37.55744838681377
fgsh: 58.139356650439005
fish: 100.20747057936461
fjsh: 39.93264056599609
fksh: 36.96598329570737
fssh: 163.01483509786283
fwsh: 40.447475143935954
flosr: 47.81516300204149
fdsr: 17.510764153764406
fesr: 0.9084880970387879
fhsr: 3.9350501725695928
fisr: 1.1248564636074079
fjsr: 4.3492659802079565
fssr: 19.98673813485334
flost: 576.9249159565586
fbst: 13.565114739748811
fdst: 1.2392113467697783
fest: 33.997846285999884
fist: 123.86822949981699
fjst: 21.5949418377648
fmst: 18.440750054345617
fnst: 20.784443431403574
fost: 21.142114048668134
fpst: 5.6400790378043695
fqst: 34.6434126560825
frst: 3.6023086772494004
fsst: 234.9984267672839
fvst: 39.46265187949085
fwst: 3.9453856941302945
flota: 60.36148995336277
fsta: 29.95214407417589
ftta: 30.40934587918688
flotu: 566.9832004955083
fatu: 15.472187510509194
fctu: 31.15545676560211
fdtu: 1.2392113467697596
fitu: 43.66280348303516
fjtu: 2.5949418377648
fltu: 44.442592279324394
fmtu: 18.440750054345617
fntu: 19.0
fotu: 69.87926748041961
fqtu: 25.01792419478597
frtu: 3.6023086772494004
fstu: 71.3890602880405
fttu: 189.3636159024259
fvtu: 18.0
fwtu: 3.9453856941302945
fxtu: 9.777694981105512
flotw: 526.5051414642464
fitw: 64.20542601678184
fotw: 75.88652476949294
fstw: 75.6572224050675
fttw: 263.22703821838724
fvtw: 21.46265187949085
fxtw: 26.06627817502627
floua: 72.65270844675236
fmua: 1.978299871510383
ftua: 5.295911589747284
fuua: 23.6443340060806
fxua: 41.7341629794141
floue: 48.728813559322035
fbue: 1.0233050847457612
fque: 1.1207627118644012
fsue: 21.538135593220343
fuue: 25.046610169491526
flouh: 576.9249159565587
fbuh: 23.0
fcuh: 11.15545676560211
fiuh: 0.9794376750848528
fjuh: 0.03769418583778261
fluh: 21.0
fnuh: 19.0
fouh: 49.879267480419614
fquh: 29.53277326828472
fsuh: 2.773279454118452
ftuh: 58.96430708443298
fuuh: 275.99486751177733
fwuh: 0.9563032600408299
fxuh: 83.65152927095997
floun: 73.64205566041916
fdun: 19.246896893624278
fsun: 6.228392073035927
fuun: 17.2371033163829
fxun: 30.929663377376045
flouo: 10.578134812251236
fuuo: 2.326576301202967
fxuo: 8.251558511048268
flouq: 370.04121133293756
fduq: 17.448558498280335
fiuq: 19.68336580795031
fsuq: 21.84925316766578
ftuq: 69.66013329406441
fuuq: 168.4685165501882
fxuq: 72.9313840147885
flour: 1.2819921448764542
fuur: 1.2819921448764542
flova: 78.52711049724394
fgva: 11.513340729932649
fkva: 16.670460196375842
fnva: 12.225004144008935
fpva: 12.064624613811226
fvva: 26.053680813115275
flovf: 14.729559976167746
fkvf: 14.729559976167746
flovi: 428.92491595655883
favi: 16.50892868351618
fcvi: 3.5798661100679054
fevi: 35.957439777438026
ffvi: 14.3138218548544
fgvi: 37.36338123596605
fkvi: 43.12206277748271
flvi: 3.4918394460108217
fpvi: 28.182825177000254
fqvi: 6.283928369670875
frvi: 9.941571027540704
fsvi: 14.032589380988753
fvvi: 216.14666211602213
flovm: 16.702406386069633
fpvm: 16.702406386069633
flovo: 342.96583909707846
fgvo: 19.253159417857223
fhvo: 18.417155200416232
fjvo: 40.51774144091571
fkvo: 47.267088172224575
fnvo: 26.478079143860423
fpvo: 51.14237975172847
fuvo: 16.090578899213263
fvvo: 123.7996570708626
flowb: 6.147227158089844
fdwb: 6.147227158089844
flowc: 326.56077969184474
fdwc: 41.489235846235594
fiwc: 20.563890088717645
fjwc: 21.82705403095344
fowc: 19.949366009817158
fpwc: 12.400957249345801
frwc: 6.385388672341875
fswc: 12.400957249345801
ftwc: 46.4384495978398
fwwc: 145.1054809472475
flowd: 80.75484438873013
fnwd: 5.136406019877448
fpwd: 10.543149198695815
frwd: 17.999336561366732
fswd: 23.0
ftwd: 3.176445793015679
fvwd: 4.462651879490849
fwwd: 13.188606573294251
fxwd: 3.248248362989359
flowk: 36.37083890554156
fdwk: 36.37083890554156
flowo: 6.764471058767433
fdwo: 6.764471058767433
flows: 113.0002829740683
fdws: 60.749975500534184
fiws: 4.497468131454024
fwws: 47.752839342080094
flowu: 1.6769432967178508
fdwu: 1.6769432967178508
flowv: 49.9957657321167
fdwv: 9.795952039903575
ftwv: 38.0
fwwv: 2.1998136922131337
flowx: 413.578678707241
fiwx: 2.144067796610166
fkwx: 21.69933892952089
fowx: 34.93715875967578
fswx: 40.25626515572171
ftwx: 115.78858862054746
fwwx: 198.75325944516499
floxa: 51.49629592240673
fdxa: 42.0
fwxa: 2.1577576078234832
fxxa: 7.338538314583245
floxe: 576.9249159565587
faxe: 21.0
fdxe: 154.83320905455486
ffxe: 18.0
fixe: 2.144067796610166
fjxe: 9.976843839959567
fkxe: 0.7796610169491522
flxe: 5.273405673737322
fnxe: 13.79448380874468
frxe: 27.3839301823315
fsxe: 16.256265155721703
ftxe: 96.23185255472863
fwxe: 112.95970448708849
fxxe: 98.29149238613266
floxl: 73.64205566041916
fdxl: 28.639743284862384
fwxl: 24.0
fxxl: 21.002312375556777
floxn: 38.59016939523956
fdxn: 19.753103106375722
fxxn: 18.83706628886384
floxo: 4.433429912497119
fxxo: 4.433429912497119
floxu: 405.3864075161112
fdxu: 50.77930074841701
fjxu: 17.442752348072982
fqxu: 14.478406292659885
frxu: 17.3976913227506
ftxu: 0.556736065818825
fwxu: 20.010917565910535
fxxu: 284.72060317248133
floxw: 3.3765575498849887
fxxw: 3.3765575498849887
fluxa: 879.0
fluxb: 1101.0
fluxc: 1383.0000000000002
fluxd: 1307.9999999999993
fluxe: 1089.0
fluxf: 1194.0506413213411
fluxg: 1141.328726518887
fluxh: 1050.1675269599527
fluxi: 1353.8257652378288
fluxj: 1115.2373348059082
fluxk: 962.2123131783437
fluxl: 1233.714756795161
fluxm: 593.8523927219918
fluxn: 1192.8728830548012
fluxo: 1099.974199187156
fluxp: 869.092135855507
fluxq: 1086.0820975974907
fluxr: 1168.3144356513953
fluxs: 1029.7650426080327
fluxt: 1216.1979992807935
fluxu: 1283.280215005269
fluxv: 842.802473933492
fluxw: 1075.4062986601493
fluxx: 1007.2187275413189
sppa: 1024.8498319131188
sppb: 1153.8498319131174
sppc: 1153.8498319131174
sppd: 1153.8498319131174
sppe: 1153.8498319131174
sppf: 1153.8498319131174
sppg: 1039.8498319131165
spph: 939.8498319131179
sppi: 1153.8498319131174
sppj: 1153.8498319131174
sppk: 1125.8498319131177
sppl: 993.8498319131171
sppm: 865.8498319131171
sppn: 1083.8498319131174
