Solution Log - 2025-07-28 16:28:33
==================================================
Status: optimal
C---2113: 1.0
C---2115: 1.0
C---2131: 1.0
C---2139: 1.0
C---2141: 1.0
C---2168: 1.0
C---2174: 1.0
C---2176: 1.0
C---2181: 1.0
C---2210: 1.0
C---2226: 1.0
C---2260: 1.0
C---2269: 1.0
C---2287: 1.0
C---2314: 1.0
C---2364: 1.0
C---2392: 1.0
C---2418: 1.0
C---2440: 1.0
C---2441: 1.0
C---2448: 1.0
C---2471: 1.0
C---2475: 1.0
C---2494: 1.0
C---2509: 1.0
C---2513: 1.0
C---2517: 1.0
C---2518: 1.0
C---2525: 1.0
C---2541: 1.0
C---2544: 1.0
C---2555: 1.0
C---2564: 1.0
C---2580: 1.0
C---2594: 1.0
C---2596: 1.0
C---2602: 1.0
C---2641: 1.0
C---2668: 1.0
C---2678: 1.0
C---2685: 1.0
C---2686: 1.0
C---2690: 1.0
C---2692: 1.0
C---2734: 1.0
C---2739: 1.0
C---2740: 1.0
C---2747: 1.0
C---2770: 1.0
C---2799: 1.0
C---2812: 1.0
C---2818: 1.0
C---2827: 1.0
C---2838: 1.0
C---2851: 1.0
C---2853: 1.0
C---2860: 1.0
C---2873: 1.0
C---2885: 1.0
C---2900: 1.0
C---2906: 1.0
C---2912: 1.0
C---2923: 1.0
C---2936: 1.0
C---2950: 1.0
C---2967: 1.0
C---2968: 1.0
C---2971: 1.0
C---2983: 1.0
C---2987: 1.0
C---3021: 1.0
C---3024: 1.0
C---3025: 1.0
C---3032: 1.0
C---3046: 1.0
C---3061: 1.0
C---3065: 1.0
C---3067: 1.0
C---3077: 1.0
C---3081: 1.0
C---3082: 1.0
C---3109: 1.0
C---3111: 1.0
C---3119: 1.0
C---3141: 1.0
C---3152: 1.0
C---3155: 1.0
C---3157: 1.0
C---3171: 1.0
C---3180: 1.0
C---3264: 1.0
C---3266: 1.0
C---3285: 1.0
C---3291: 1.0
C---3330: 1.0
C---3331: 1.0
C---3351: 1.0
C---3376: 1.0
C---3393: 1.0
C---3394: 1.0
C---3407: 1.0
C---3417: 1.0
C---3434: 1.0
C---3447: 1.0
C---3474: 1.0
C---3476: 1.0
C---3491: 1.0
C---3495: 1.0
C---3507: 1.0
C---3512: 1.0
C---3539: 1.0
C---3550: 1.0
C---3562: 1.0
C---3576: 1.0
C---3582: 1.0
C---3596: 1.0
C---3597: 1.0
C---3606: 1.0
C---3624: 1.0
C---3628: 1.0
C---3637: 1.0
C---3638: 1.0
C---3659: 1.0
C---3676: 1.0
C---3718: 1.0
C---3740: 1.0
C---3761: 1.0
C---3771: 1.0
C---3789: 1.0
C---3810: 1.0
C---3811: 1.0
C---3838: 1.0
C---3840: 1.0
C---3850: 1.0
C---3856: 1.0
C---3862: 1.0
C---3878: 1.0
C---3885: 1.0
C---3886: 1.0
C---3894: 1.0
C---3929: 1.0
C---3941: 1.0
C---3957: 1.0
C---3963: 1.0
C---3969: 1.0
C---3970: 1.0
C---3980: 1.0
C---3982: 1.0
C---4007: 1.0
C---4009: 1.0
C---4021: 1.0
C---4025: 1.0
C---4039: 1.0
C---4059: 1.0
C---4060: 1.0
C---4063: 1.0
C---4070: 1.0
C---4076: 1.0
C---4082: 1.0
C---4094: 1.0
C---4100: 1.0
C---4106: 1.0
C---4123: 1.0
C---4133: 1.0
C---4138: 1.0
C---4176: 1.0
C---4185: 1.0
C---4306: 1.0
C---4310: 1.0
C---4318: 1.0
C---4330: 1.0
C---4339: 1.0
C---4340: 1.0
C---4341: 1.0
C---4347: 1.0
C---4353: 1.0
C---4362: 1.0
C---4375: 1.0
C---4399: 1.0
C---4403: 1.0
C---4409: 1.0
C---4417: 1.0
C---4432: 1.0
C---4446: 1.0
C---4457: 1.0
C---4460: 1.0
C---4467: 1.0
C---4468: 1.0
C---4478: 1.0
C---4505: 1.0
C---4519: 1.0
C---4533: 1.0
C---4536: 1.0
C---4538: 1.0
C---4556: 1.0
C---4557: 1.0
C---4560: 1.0
C---4574: 1.0
C---4579: 1.0
C---4583: 1.0
C---4592: 1.0
C---4598: 1.0
C---4602: 1.0
C---4609: 1.0
C---4614: 1.0
C---4623: 1.0
C---4630: 1.0
C---4641: 1.0
C---4654: 1.0
C---4662: 1.0
C---4688: 1.0
C---4693: 1.0
C---4727: 1.0
C---4731: 1.0
C---4746: 1.0
C---4747: 1.0
C---4751: 1.0
C---4755: 1.0
C---4772: 1.0
C---4811: 1.0
C---4818: 1.0
C---4850: 1.0
C---4853: 1.0
C---4861: 1.0
C---4875: 1.0
C---4889: 1.0
C---4892: 1.0
C---4898: 1.0
C---4907: 1.0
C---4908: 1.0
C---4912: 1.0
C---4916: 1.0
C---4930: 1.0
C---4934: 1.0
C---4944: 1.0
C---4949: 1.0
C---4965: 1.0
C---4971: 1.0
C---4988: 1.0
C---4996: 1.0
C---5025: 1.0
C---5027: 1.0
C---5033: 1.0
C---5040: 1.0
C---5045: 1.0
C---5078: 1.0
C---5083: 1.0
C---5085: 1.0
C---5095: 1.0
C---5110: 1.0
C---5114: 1.0
C---5121: 1.0
C---5157: 1.0
C---5162: 1.0
C---5165: 1.0
C---5169: 1.0
C---5170: 1.0
C---5202: 1.0
C---5241: 1.0
C---5255: 1.0
C---5259: 1.0
C---5285: 1.0
C---5294: 1.0
C---5300: 1.0
C---5319: 1.0
C---5324: 1.0
C---5330: 1.0
C---5346: 1.0
C---5347: 1.0
C---5355: 1.0
C---5358: 1.0
C---5362: 1.0
C---5372: 1.0
C---5403: 1.0
C---5414: 1.0
C---5416: 1.0
C---5447: 1.0
C---5448: 1.0
C---5450: 1.0
C---5459: 1.0
C---5470: 1.0
C---5472: 1.0
C---5477: 1.0
C---5482: 1.0
C---5495: 1.0
C---5520: 1.0
C---5541: 1.0
C---5546: 1.0
C---5568: 1.0
C---5571: 1.0
C---5581: 1.0
C---5584: 1.0
C---5597: 1.0
C---5604: 1.0
C---5611: 1.0
C---5615: 1.0
C---5624: 1.0
C---5638: 1.0
C---5657: 1.0
C---5698: 1.0
C---5715: 1.0
C---5722: 1.0
C---5730: 1.0
C---5734: 1.0
C---5753: 1.0
C---5755: 1.0
C---5759: 1.0
C---5803: 1.0
C---5805: 1.0
C---5808: 1.0
C---5814: 1.0
C---5815: 1.0
C---5818: 1.0
C---5824: 1.0
C---5838: 1.0
C---5842: 1.0
C---5852: 1.0
C---5877: 1.0
C---5891: 1.0
C---5895: 1.0
C---5903: 1.0
C---5908: 1.0
C---5926: 1.0
C---5941: 1.0
C---5947: 1.0
C---5951: 1.0
C---5956: 1.0
C---5973: 1.0
C---5978: 1.0
C---5979: 1.0
C---5980: 1.0
C---5994: 1.0
qmatrixvar: 2949.0

Solver Statistics:
Time: 5.8060 sec
Nodes: 1061
LP Iterations: 5343
==================================================
