"C-----20"	"C-----21"	0.600000E+01
"C-----21"	"C-----21"	0.980000E+01
"C-----21"	"C-----35"	-.200000E+00
"C-----21"	"C-----36"	0.200000E+00
"C-----22"	"C-----22"	0.570000E+01
"C-----22"	"C-----23"	0.200000E+00
"C-----22"	"C-----24"	0.200000E+00
"C-----23"	"C-----23"	0.570000E+01
"C-----23"	"C-----24"	0.200000E+00
"C-----23"	"C-----25"	-.300000E+01
"C-----23"	"C-----26"	-.300000E+01
"C-----24"	"C-----24"	0.500000E+01
"C-----24"	"C-----47"	0.200000E+01
"C-----25"	"C-----25"	0.650000E+01
"C-----25"	"C-----26"	0.300000E+01
"C-----25"	"C-----27"	-.300000E+00
"C-----25"	"C-----28"	-.300000E+00
"C-----26"	"C-----26"	0.110000E+02
"C-----26"	"C-----34"	0.400000E+01
"C-----26"	"C-----43"	0.400000E+01
"C-----27"	"C-----27"	0.430000E+01
"C-----27"	"C-----28"	0.300000E+00
"C-----28"	"C-----28"	0.750000E+01
"C-----28"	"C-----29"	-.400000E+01
"C-----28"	"C-----30"	-.400000E+01
"C-----29"	"C-----29"	0.850000E+01
"C-----29"	"C-----30"	0.400000E+01
"C-----29"	"C-----31"	-.200000E+01
"C-----29"	"C-----32"	-.200000E+01
"C-----30"	"C-----30"	0.115000E+02
"C-----30"	"C-----37"	0.200000E+01
"C-----30"	"C-----39"	-.200000E+01
"C-----31"	"C-----31"	0.650000E+01
"C-----31"	"C-----32"	0.200000E+01
"C-----32"	"C-----32"	0.470000E+01
"C-----32"	"C-----33"	-.200000E+00
"C-----32"	"C-----34"	-.200000E+00
"C-----33"	"C-----33"	0.870000E+01
"C-----33"	"C-----34"	0.200000E+00
"C-----33"	"C-----35"	-.600000E+01
"C-----34"	"C-----34"	0.102000E+02
"C-----34"	"C-----43"	0.400000E+01
"C-----35"	"C-----35"	0.920000E+01
"C-----35"	"C-----36"	-.200000E+00
"C-----36"	"C-----36"	0.660000E+01
"C-----36"	"C-----37"	-.240000E+01
"C-----36"	"C-----38"	-.240000E+01
"C-----37"	"C-----37"	0.690000E+01
"C-----37"	"C-----38"	0.240000E+01
"C-----37"	"C-----39"	-.200000E+01
"C-----38"	"C-----38"	0.540000E+01
"C-----38"	"C-----39"	0.200000E+00
"C-----38"	"C-----40"	-.200000E+00
"C-----39"	"C-----39"	0.580000E+01
"C-----39"	"C-----40"	-.200000E+00
"C-----40"	"C-----40"	0.720000E+01
"C-----40"	"C-----41"	-.400000E+01
"C-----40"	"C-----42"	-.400000E+01
"C-----41"	"C-----41"	0.108000E+02
"C-----41"	"C-----42"	0.400000E+01
"C-----41"	"C-----43"	-.240000E+01
"C-----41"	"C-----44"	-.240000E+01
"C-----41"	"C-----50"	-.240000E+01
"C-----42"	"C-----42"	0.128000E+02
"C-----42"	"C-----45"	0.600000E+01
"C-----42"	"C-----48"	0.600000E+01
"C-----42"	"C-----49"	-.600000E+01
"C-----42"	"C-----50"	0.600000E+01
"C-----43"	"C-----43"	0.940000E+01
"C-----43"	"C-----44"	0.240000E+01
"C-----43"	"C-----50"	0.240000E+01
"C-----44"	"C-----44"	0.109000E+02
"C-----44"	"C-----45"	-.600000E+01
"C-----44"	"C-----46"	-.600000E+01
"C-----44"	"C-----47"	-.600000E+01
"C-----44"	"C-----50"	0.240000E+01
"C-----45"	"C-----45"	0.160000E+02
"C-----45"	"C-----46"	0.600000E+01
"C-----45"	"C-----47"	0.600000E+01
"C-----45"	"C-----48"	0.600000E+01
"C-----45"	"C-----49"	-.600000E+01
"C-----45"	"C-----50"	0.600000E+01
"C-----46"	"C-----46"	0.120000E+02
"C-----46"	"C-----47"	0.600000E+01
"C-----46"	"C-----48"	-.300000E+01
"C-----47"	"C-----47"	0.105000E+02
"C-----48"	"C-----48"	0.118000E+02
"C-----48"	"C-----49"	-.600000E+01
"C-----48"	"C-----50"	0.600000E+01
"C-----49"	"C-----49"	0.960000E+01
"C-----49"	"C-----50"	-.600000E+01
"C-----50"	"C-----50"	0.114000E+02
;
param lb :=
	"C-----10"	-1.70141e+38
	"C------4"	-1.70141e+38
	"C-----20"	-1.70141e+38
	"C-----11"	-1.70141e+38
	"C------5"	-1.70141e+38
	"C-----30"	-1.70141e+38
	"C-----21"	-1.70141e+38
	"C-----12"	-1.70141e+38
	"C------6"	-1.70141e+38
	"C-----40"	-1.70141e+38
	"C-----31"	-1.70141e+38
	"C-----22"	-1.70141e+38
	"C-----13"	-1.70141e+38
	"C------7"	-1.70141e+38
	"C-----50"	-1.70141e+38
	"C-----41"	-1.70141e+38
	"C-----32"	-1.70141e+38
	"C-----23"	-1.70141e+38
	"C-----14"	-1.70141e+38
	"C------8"	-1.70141e+38
	"C-----42"	-1.70141e+38
	"C-----33"	-1.70141e+38
	"C-----24"	-1.70141e+38
	"C-----15"	-1.70141e+38
	"C------9"	-1.70141e+38
	"C-----43"	-1.70141e+38
	"C-----34"	-1.70141e+38
	"C-----25"	-1.70141e+38
	"C-----16"	-1.70141e+38
	"C-----44"	-1.70141e+38
	"C-----35"	-1.70141e+38
	"C-----26"	-1.70141e+38
	"C-----17"	-1.70141e+38
	"C-----45"	-1.70141e+38
	"C-----36"	-1.70141e+38
	"C-----27"	-1.70141e+38
	"C-----18"	-1.70141e+38
	"C-----46"	-1.70141e+38
	"C-----37"	-1.70141e+38
	"C-----28"	-1.70141e+38
	"C-----19"	-1.70141e+38
	"C-----47"	-1.70141e+38
	"C-----38"	-1.70141e+38
	"C-----29"	-1.70141e+38
	"C------1"	-1.70141e+38
	"C-----48"	-1.70141e+38
	"C-----39"	-1.70141e+38
	"C------2"	-1.70141e+38
	"C-----49"	-1.70141e+38
	"C------3"	-1.70141e+38
;
param :I1: ctype :=
	"OBJ.FUNC"	N
;
set K :=

	C-----10
	C------4
	C-----20
	C-----11
	C------5
	C-----30
	C-----21
	C-----12
	C------6
	C-----40
	C-----31
	C-----22
	C-----13
	C------7
	C-----50
	C-----41
	C-----32
	C-----23
	C-----14
	C------8
	C-----42
	C-----33
	C-----24
	C-----15
	C------9
	C-----43
	C-----34
	C-----25
	C-----16
	C-----44
	C-----35
	C-----26
	C-----17
	C-----45
	C-----36
	C-----27
	C-----18
	C-----46
	C-----37
	C-----28
	C-----19
	C-----47
	C-----38
	C-----29
	C------1
	C-----48
	C-----39
	C------2
	C-----49
	C------3
;
